,frase
524,"O/A Sr.  Fared Kassem não sobreviveu ao acidente do Titanic. Na época, contava com desconhecidos anos, embarcou em Cherbourg, na cabine desconhecida, classe C. Pagou US$ 7.23 pelo bilhete 2700. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
525,"O/A Sr.  James Farrell não sobreviveu ao acidente do Titanic. Na época, contava com 40 anos, embarcou em Queenstown, na cabine desconhecida, classe C. Pagou US$ 7.75 pelo bilhete 367232. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
526,"O/A Sra.  Lucy Ridsdale sobreviveu ao acidente do Titanic. Na época, contava com 50 anos, embarcou em Southampton, na cabine desconhecida, classe B. Pagou US$ 10.5 pelo bilhete W./C. 14258. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
527,"O/A Sr.  John Farthing não sobreviveu ao acidente do Titanic. Na época, contava com desconhecidos anos, embarcou em Southampton, na cabine C95, classe A. Pagou US$ 221.78 pelo bilhete PC 17483. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
528,"O/A Sr.  Johan Werner Salonen não sobreviveu ao acidente do Titanic. Na época, contava com 39 anos, embarcou em Southampton, na cabine desconhecida, classe C. Pagou US$ 7.92 pelo bilhete 3101296. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
529,"O/A Sr.  Richard George Hocking não sobreviveu ao acidente do Titanic. Na época, contava com 23 anos, embarcou em Southampton, na cabine desconhecida, classe B. Pagou US$ 11.5 pelo bilhete 29104. Embarcou Não acompanhado de irmãos. Embarcou Acompanhado de pais."
530,"O/A Sra.  Phyllis May Quick sobreviveu ao acidente do Titanic. Na época, contava com 2 anos, embarcou em Southampton, na cabine desconhecida, classe B. Pagou US$ 26.0 pelo bilhete 26360. Embarcou Acompanhado de irmãos. Embarcou Acompanhado de pais."
531,"O/A Sr.  Nakli Toufik não sobreviveu ao acidente do Titanic. Na época, contava com desconhecidos anos, embarcou em Cherbourg, na cabine desconhecida, classe C. Pagou US$ 7.23 pelo bilhete 2641. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
532,"O/A Sr.  Joseph Jr Elias não sobreviveu ao acidente do Titanic. Na época, contava com 17 anos, embarcou em Cherbourg, na cabine desconhecida, classe C. Pagou US$ 7.23 pelo bilhete 2690. Embarcou Acompanhado de irmãos. Embarcou Acompanhado de pais."
533,"O/A Sra.  Catherine (Catherine Rizk) Peter sobreviveu ao acidente do Titanic. Na época, contava com desconhecidos anos, embarcou em Cherbourg, na cabine desconhecida, classe C. Pagou US$ 22.36 pelo bilhete 2668. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
534,"O/A Sra.  Marija Cacic não sobreviveu ao acidente do Titanic. Na época, contava com 30 anos, embarcou em Southampton, na cabine desconhecida, classe C. Pagou US$ 8.66 pelo bilhete 315084. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
535,"O/A Sra.  Eva Miriam Hart sobreviveu ao acidente do Titanic. Na época, contava com 7 anos, embarcou em Southampton, na cabine desconhecida, classe B. Pagou US$ 26.25 pelo bilhete F.C.C. 13529. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
536,"O/A Sr.  Archibald Willingham Butt não sobreviveu ao acidente do Titanic. Na época, contava com 45 anos, embarcou em Southampton, na cabine B38, classe A. Pagou US$ 26.55 pelo bilhete 113050. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
537,"O/A Sra.  Bertha LeRoy sobreviveu ao acidente do Titanic. Na época, contava com 30 anos, embarcou em Cherbourg, na cabine desconhecida, classe A. Pagou US$ 106.42 pelo bilhete PC 17761. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
538,"O/A Sr.  Samuel Beard Risien não sobreviveu ao acidente do Titanic. Na época, contava com desconhecidos anos, embarcou em Southampton, na cabine desconhecida, classe C. Pagou US$ 14.5 pelo bilhete 364498. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
539,"O/A Sra.  Hedwig Margaritha Frolicher sobreviveu ao acidente do Titanic. Na época, contava com 22 anos, embarcou em Cherbourg, na cabine B39, classe A. Pagou US$ 49.5 pelo bilhete 13568. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
540,"O/A Sra.  Harriet R Crosby sobreviveu ao acidente do Titanic. Na época, contava com 36 anos, embarcou em Southampton, na cabine B22, classe A. Pagou US$ 71.0 pelo bilhete WE/P 5735. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
541,"O/A Sra.  Ingeborg Constanzia Andersson não sobreviveu ao acidente do Titanic. Na época, contava com 9 anos, embarcou em Southampton, na cabine desconhecida, classe C. Pagou US$ 31.28 pelo bilhete 347082. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
542,"O/A Sra.  Sigrid Elisabeth Andersson não sobreviveu ao acidente do Titanic. Na época, contava com 11 anos, embarcou em Southampton, na cabine desconhecida, classe C. Pagou US$ 31.28 pelo bilhete 347082. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
543,"O/A Sr.  Edward Beane sobreviveu ao acidente do Titanic. Na época, contava com 32 anos, embarcou em Southampton, na cabine desconhecida, classe B. Pagou US$ 26.0 pelo bilhete 2908. Embarcou Acompanhado de irmãos. Embarcou Não acompanhado de pais."
544,"O/A Sr.  Walter Donald Douglas não sobreviveu ao acidente do Titanic. Na época, contava com 50 anos, embarcou em Cherbourg, na cabine C86, classe A. Pagou US$ 106.42 pelo bilhete PC 17761. Embarcou Acompanhado de irmãos. Embarcou Não acompanhado de pais."
545,"O/A Sr.  Arthur Ernest Nicholson não sobreviveu ao acidente do Titanic. Na época, contava com 64 anos, embarcou em Southampton, na cabine desconhecida, classe A. Pagou US$ 26.0 pelo bilhete 693. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
546,"O/A Sra.  Edward (Ethel Clarke) Beane sobreviveu ao acidente do Titanic. Na época, contava com 19 anos, embarcou em Southampton, na cabine desconhecida, classe B. Pagou US$ 26.0 pelo bilhete 2908. Embarcou Acompanhado de irmãos. Embarcou Não acompanhado de pais."
547,"O/A Sr.  Julian Padro y Manent sobreviveu ao acidente do Titanic. Na época, contava com desconhecidos anos, embarcou em Cherbourg, na cabine desconhecida, classe B. Pagou US$ 13.86 pelo bilhete SC/PARIS 2146. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
548,"O/A Sr.  Frank John Goldsmith não sobreviveu ao acidente do Titanic. Na época, contava com 33 anos, embarcou em Southampton, na cabine desconhecida, classe C. Pagou US$ 20.52 pelo bilhete 363291. Embarcou Acompanhado de irmãos. Embarcou Acompanhado de pais."
549,"O/A Sr.  John Morgan Jr Davies sobreviveu ao acidente do Titanic. Na época, contava com 8 anos, embarcou em Southampton, na cabine desconhecida, classe B. Pagou US$ 36.75 pelo bilhete C.A. 33112. Embarcou Acompanhado de irmãos. Embarcou Acompanhado de pais."
550,"O/A Sr.  John Borland Jr Thayer sobreviveu ao acidente do Titanic. Na época, contava com 17 anos, embarcou em Cherbourg, na cabine C70, classe A. Pagou US$ 110.88 pelo bilhete 17421. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
551,"O/A Sr.  Percival James R Sharp não sobreviveu ao acidente do Titanic. Na época, contava com 27 anos, embarcou em Southampton, na cabine desconhecida, classe B. Pagou US$ 26.0 pelo bilhete 244358. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
552,"O/A Sr.  Timothy O'Brien não sobreviveu ao acidente do Titanic. Na época, contava com desconhecidos anos, embarcou em Queenstown, na cabine desconhecida, classe C. Pagou US$ 7.83 pelo bilhete 330979. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
553,"O/A Sr.  Fahim (""Philip Zenni"") Leeni sobreviveu ao acidente do Titanic. Na época, contava com 22 anos, embarcou em Cherbourg, na cabine desconhecida, classe C. Pagou US$ 7.22 pelo bilhete 2620. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
554,"O/A Sra.  Velin Ohman sobreviveu ao acidente do Titanic. Na época, contava com 22 anos, embarcou em Southampton, na cabine desconhecida, classe C. Pagou US$ 7.78 pelo bilhete 347085. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
555,"O/A Sr.  George Wright não sobreviveu ao acidente do Titanic. Na época, contava com 62 anos, embarcou em Southampton, na cabine desconhecida, classe A. Pagou US$ 26.55 pelo bilhete 113807. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
556,"O/A Sra.  (Lucille Christiana Sutherland) (""Mrs Morgan"") Duff Gordon sobreviveu ao acidente do Titanic. Na época, contava com 48 anos, embarcou em Cherbourg, na cabine A16, classe A. Pagou US$ 39.6 pelo bilhete 11755. Embarcou Acompanhado de irmãos. Embarcou Não acompanhado de pais."
557,"O/A Sr.  Victor Robbins não sobreviveu ao acidente do Titanic. Na época, contava com desconhecidos anos, embarcou em Cherbourg, na cabine desconhecida, classe A. Pagou US$ 227.52 pelo bilhete PC 17757. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
558,"O/A Sra.  Emil (Tillie Mandelbaum) Taussig sobreviveu ao acidente do Titanic. Na época, contava com 39 anos, embarcou em Southampton, na cabine E67, classe A. Pagou US$ 79.65 pelo bilhete 110413. Embarcou Acompanhado de irmãos. Embarcou Acompanhado de pais."
559,"O/A Sra.  Guillaume Joseph (Emma) de Messemaeker sobreviveu ao acidente do Titanic. Na época, contava com 36 anos, embarcou em Southampton, na cabine desconhecida, classe C. Pagou US$ 17.4 pelo bilhete 345572. Embarcou Acompanhado de irmãos. Embarcou Não acompanhado de pais."
560,"O/A Sr.  Thomas Rowan Morrow não sobreviveu ao acidente do Titanic. Na época, contava com desconhecidos anos, embarcou em Queenstown, na cabine desconhecida, classe C. Pagou US$ 7.75 pelo bilhete 372622. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
561,"O/A Sr.  Husein Sivic não sobreviveu ao acidente do Titanic. Na época, contava com 40 anos, embarcou em Southampton, na cabine desconhecida, classe C. Pagou US$ 7.9 pelo bilhete 349251. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
562,"O/A Sr.  Robert Douglas Norman não sobreviveu ao acidente do Titanic. Na época, contava com 28 anos, embarcou em Southampton, na cabine desconhecida, classe B. Pagou US$ 13.5 pelo bilhete 218629. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
563,"O/A Sr.  John Simmons não sobreviveu ao acidente do Titanic. Na época, contava com desconhecidos anos, embarcou em Southampton, na cabine desconhecida, classe C. Pagou US$ 8.05 pelo bilhete SOTON/OQ 392082. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
564,"O/A Sra.  (Marion Ogden) Meanwell não sobreviveu ao acidente do Titanic. Na época, contava com desconhecidos anos, embarcou em Southampton, na cabine desconhecida, classe C. Pagou US$ 8.05 pelo bilhete SOTON/O.Q. 392087. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
565,"O/A Sr.  Alfred J Davies não sobreviveu ao acidente do Titanic. Na época, contava com 24 anos, embarcou em Southampton, na cabine desconhecida, classe C. Pagou US$ 24.15 pelo bilhete A/4 48871. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
566,"O/A Sr.  Ilia Stoytcheff não sobreviveu ao acidente do Titanic. Na época, contava com 19 anos, embarcou em Southampton, na cabine desconhecida, classe C. Pagou US$ 7.9 pelo bilhete 349205. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
567,"O/A Sra.  Nils (Alma Cornelia Berglund) Palsson não sobreviveu ao acidente do Titanic. Na época, contava com 29 anos, embarcou em Southampton, na cabine desconhecida, classe C. Pagou US$ 21.08 pelo bilhete 349909. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
568,"O/A Sr.  Tannous Doharr não sobreviveu ao acidente do Titanic. Na época, contava com desconhecidos anos, embarcou em Cherbourg, na cabine desconhecida, classe C. Pagou US$ 7.23 pelo bilhete 2686. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
569,"O/A Sr.  Carl Jonsson sobreviveu ao acidente do Titanic. Na época, contava com 32 anos, embarcou em Southampton, na cabine desconhecida, classe C. Pagou US$ 7.85 pelo bilhete 350417. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
570,"O/A Sr.  George Harris sobreviveu ao acidente do Titanic. Na época, contava com 62 anos, embarcou em Southampton, na cabine desconhecida, classe B. Pagou US$ 10.5 pelo bilhete S.W./PP 752. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
571,"O/A Sra.  Edward Dale (Charlotte Lamson) Appleton sobreviveu ao acidente do Titanic. Na época, contava com 53 anos, embarcou em Southampton, na cabine C101, classe A. Pagou US$ 51.48 pelo bilhete 11769. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
572,"O/A Sr.  John Irwin (""Irving"") Flynn sobreviveu ao acidente do Titanic. Na época, contava com 36 anos, embarcou em Southampton, na cabine E25, classe A. Pagou US$ 26.39 pelo bilhete PC 17474. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
573,"O/A Sra.  Mary Kelly sobreviveu ao acidente do Titanic. Na época, contava com desconhecidos anos, embarcou em Queenstown, na cabine desconhecida, classe C. Pagou US$ 7.75 pelo bilhete 14312. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
574,"O/A Sr.  Alfred George John Rush não sobreviveu ao acidente do Titanic. Na época, contava com 16 anos, embarcou em Southampton, na cabine desconhecida, classe C. Pagou US$ 8.05 pelo bilhete A/4. 20589. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
575,"O/A Sr.  George Patchett não sobreviveu ao acidente do Titanic. Na época, contava com 19 anos, embarcou em Southampton, na cabine desconhecida, classe C. Pagou US$ 14.5 pelo bilhete 358585. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
576,"O/A Sra.  Ethel Garside sobreviveu ao acidente do Titanic. Na época, contava com 34 anos, embarcou em Southampton, na cabine desconhecida, classe B. Pagou US$ 13.0 pelo bilhete 243880. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
577,"O/A Sra.  William Baird (Alice Munger) Silvey sobreviveu ao acidente do Titanic. Na época, contava com 39 anos, embarcou em Southampton, na cabine E44, classe A. Pagou US$ 55.9 pelo bilhete 13507. Embarcou Acompanhado de irmãos. Embarcou Não acompanhado de pais."
578,"O/A Sra.  Joseph (Maria Elias) Caram não sobreviveu ao acidente do Titanic. Na época, contava com desconhecidos anos, embarcou em Cherbourg, na cabine desconhecida, classe C. Pagou US$ 14.46 pelo bilhete 2689. Embarcou Acompanhado de irmãos. Embarcou Não acompanhado de pais."
579,"O/A Sr.  Eiriik Jussila sobreviveu ao acidente do Titanic. Na época, contava com 32 anos, embarcou em Southampton, na cabine desconhecida, classe C. Pagou US$ 7.92 pelo bilhete STON/O 2. 3101286. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
580,"O/A Sra.  Julie Rachel Christy sobreviveu ao acidente do Titanic. Na época, contava com 25 anos, embarcou em Southampton, na cabine desconhecida, classe B. Pagou US$ 30.0 pelo bilhete 237789. Embarcou Acompanhado de irmãos. Embarcou Acompanhado de pais."
581,"O/A Sra.  John Borland (Marian Longstreth Morris) Thayer sobreviveu ao acidente do Titanic. Na época, contava com 39 anos, embarcou em Cherbourg, na cabine C68, classe A. Pagou US$ 110.88 pelo bilhete 17421. Embarcou Acompanhado de irmãos. Embarcou Acompanhado de pais."
582,"O/A Sr.  William James Downton não sobreviveu ao acidente do Titanic. Na época, contava com 54 anos, embarcou em Southampton, na cabine desconhecida, classe B. Pagou US$ 26.0 pelo bilhete 28403. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
583,"O/A Sr.  John Hugo Ross não sobreviveu ao acidente do Titanic. Na época, contava com 36 anos, embarcou em Cherbourg, na cabine A10, classe A. Pagou US$ 40.12 pelo bilhete 13049. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
584,"O/A Sr.  Uscher Paulner não sobreviveu ao acidente do Titanic. Na época, contava com desconhecidos anos, embarcou em Cherbourg, na cabine desconhecida, classe C. Pagou US$ 8.71 pelo bilhete 3411. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
